Name,TotalMinutes,PER,TSPCT,3PAr,FTr,ORBPCT,DRBPCT,TRBPCT,ASTPCT,STLPCT,BLKPCT,TOVPCT,USGPCT,OWS,DWS,WS,WS48,OBPM,DBPM,BPM,VORP
Derrick White,2259,17.3,0.616,0.582,0.184,2.5,11.5,7.2,0.214,0.015,3.3,0.11,0.189,5.1,3.2,8.3,0.176,2.6,1.5,4.1,3.5
Cam Whitmore,700,17.2,0.565,0.463,0.243,5.6,17.6,11.6,0.044000000000000004,0.018000000000000002,1.4,0.079,0.276,0.3,1.0,1.3,0.087,1.2,-0.6,0.6,0.5
Aaron Wiggins,1037,15.1,0.683,0.366,0.185,6.2,11.2,8.8,0.084,0.019,1.4,0.13,0.155,1.8,1.2,3.1,0.142,0.6,0.1,0.7,0.7
Andrew Wiggins,1753,12.4,0.537,0.314,0.231,6.4,11.7,9.0,0.08800000000000001,0.01,1.8,0.09,0.20500000000000002,1.0,1.4,2.4,0.066,-1.5,-1.2,-2.7,-0.3
Lindell Wigginton,8,5.6,0.51,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.145,0.37,0.0,0.0,0.0,-0.155,-14.6,-9.2,-23.8,0.0
Alondes Williams,11,-3.7,0.338,0.5,0.25,0.0,10.4,5.1,0.0,0.0,0.0,0.184,0.22,-0.1,0.0,-0.1,-0.232,-12.2,-4.7,-16.9,0.0
Brandon Williams,59,11.8,0.447,0.273,0.5,5.6,7.4,6.5,0.265,0.008,1.5,0.10099999999999999,0.217,0.0,0.0,0.0,0.027,-1.2,-2.1,-3.2,0.0
Grant Williams,1961,10.2,0.582,0.572,0.228,4.6,12.1,8.3,0.098,0.01,1.7,0.139,0.158,1.0,1.2,2.1,0.053,-2.1,-0.7,-2.8,-0.4
Grant Williams,1242,8.3,0.56,0.662,0.174,4.1,10.8,7.5,0.08199999999999999,0.009000000000000001,1.9,0.134,0.136,0.4,0.9,1.3,0.049,-2.6,-0.7,-3.3,-0.4
Grant Williams,719,13.6,0.609,0.452,0.299,5.4,14.3,9.7,0.128,0.012,1.3,0.14400000000000002,0.195,0.6,0.3,0.9,0.058,-1.2,-0.7,-1.9,0.0
Jalen Williams,2124,19.2,0.623,0.243,0.23,2.0,11.6,7.0,0.21300000000000002,0.017,1.9,0.102,0.239,4.5,2.5,7.0,0.158,2.0,0.2,2.3,2.3
Jaylin Williams,768,12.0,0.551,0.644,0.168,4.7,24.2,14.8,0.131,0.015,3.0,0.12,0.132,0.7,1.3,1.9,0.121,-1.2,1.9,0.7,0.5
Jeenathan Williams,99,14.5,0.545,0.111,0.278,10.7,6.5,8.6,0.10400000000000001,0.015,0.0,0.047,0.182,0.2,0.1,0.3,0.126,-1.5,-0.7,-2.1,0.0
Kenrich Williams,881,12.2,0.56,0.53,0.051,7.4,15.7,11.7,0.109,0.019,0.8,0.077,0.128,1.1,1.2,2.3,0.125,-0.9,0.6,-0.4,0.4
Mark Williams,508,22.5,0.675,0.0,0.424,16.1,24.8,20.3,0.068,0.016,3.7,0.087,0.17,1.6,0.5,2.1,0.197,1.5,-0.8,0.7,0.3
Patrick Williams,1174,10.9,0.553,0.412,0.184,4.3,11.6,7.9,0.078,0.017,2.9,0.128,0.167,0.1,1.1,1.2,0.048,-2.2,-0.1,-2.3,-0.1
Robert Williams,119,17.2,0.684,0.0,0.346,9.9,27.2,18.1,0.063,0.028999999999999998,5.3,0.189,0.133,0.2,0.2,0.4,0.143,-2.2,2.8,0.6,0.1
Vince Williams Jr.,1436,12.8,0.597,0.551,0.343,4.3,18.4,11.1,0.18100000000000002,0.016,2.2,0.174,0.158,1.0,1.7,2.8,0.092,-1.8,1.0,-0.8,0.4
Ziaire Williams,1038,9.3,0.511,0.5,0.198,3.6,16.0,9.5,0.11199999999999999,0.017,0.8,0.138,0.198,-0.9,1.1,0.2,0.007,-4.1,-0.4,-4.5,-0.7
Zion Williamson,2003,23.0,0.621,0.014,0.467,6.3,14.1,10.3,0.266,0.015,1.9,0.129,0.294,4.7,2.5,7.2,0.172,3.7,0.5,4.2,3.1
D.J. Wilson,15,31.6,0.833,0.333,0.0,7.2,7.5,7.4,0.225,0.0,12.2,0.0,0.17300000000000001,0.1,0.0,0.1,0.351,15.5,6.9,22.3,0.1
Jalen Wilson,520,10.6,0.546,0.406,0.246,7.5,12.7,10.0,0.1,0.006999999999999999,0.2,0.08900000000000001,0.14,0.6,0.3,0.8,0.078,-1.8,-1.4,-3.2,-0.2
Dylan Windler,82,13.9,0.674,0.87,0.0,1.3,16.2,8.7,0.146,0.012,0.0,0.042,0.12400000000000001,0.2,0.0,0.2,0.143,0.9,0.0,0.9,0.1
Dylan Windler,7,15.5,0.75,1.0,0.0,0.0,16.0,8.0,0.2,0.0,0.0,0.0,0.12300000000000001,0.0,0.0,0.0,0.24,3.7,3.9,7.5,0.0
Dylan Windler,28,15.9,0.667,0.889,0.0,0.0,11.3,5.9,0.284,0.0,0.0,0.0,0.139,0.1,0.0,0.1,0.193,3.7,-0.6,3.1,0.0
Dylan Windler,47,12.4,0.667,0.833,0.0,2.2,19.2,10.4,0.055999999999999994,0.02,0.0,0.077,0.115,0.1,0.0,0.1,0.1,-1.1,-0.3,-1.4,0.0
James Wiseman,916,15.3,0.658,0.008,0.331,11.3,23.5,17.3,0.073,0.005,3.2,0.165,0.166,1.2,0.7,1.9,0.1,-2.3,-0.9,-3.2,-0.3
Isaiah Wong,4,-1.1,0.333,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.314,0.0,0.0,0.0,-0.278,-11.4,-7.6,-19.1,0.0
Christian Wood,872,12.3,0.568,0.432,0.356,5.2,25.9,16.1,0.07400000000000001,0.009000000000000001,3.3,0.141,0.17600000000000002,0.0,1.1,1.1,0.063,-2.7,-0.2,-2.9,-0.2
Delon Wright,674,12.9,0.482,0.335,0.249,2.7,10.2,6.4,0.207,0.034,1.3,0.059000000000000004,0.129,0.6,0.8,1.3,0.093,-2.6,2.3,-0.3,0.3
Delon Wright,456,14.1,0.497,0.311,0.238,3.0,11.1,6.9,0.22899999999999998,0.036000000000000004,1.4,0.075,0.135,0.4,0.4,0.9,0.092,-1.9,2.3,0.4,0.3
Delon Wright,218,10.5,0.446,0.392,0.275,2.0,8.4,5.2,0.159,0.03,0.9,0.017,0.11900000000000001,0.1,0.3,0.4,0.095,-4.0,2.3,-1.7,0.0
Thaddeus Young,407,16.6,0.605,0.058,0.136,11.5,15.1,13.2,0.18600000000000003,0.025,1.1,0.106,0.129,0.9,0.4,1.2,0.145,0.0,0.9,0.9,0.3
Thaddeus Young,350,16.0,0.618,0.069,0.138,8.9,14.8,11.8,0.197,0.025,0.8,0.107,0.126,0.7,0.3,1.0,0.139,-0.3,0.9,0.6,0.2
Thaddeus Young,57,19.9,0.533,0.0,0.125,27.3,16.9,21.8,0.121,0.026000000000000002,3.1,0.106,0.14300000000000002,0.1,0.1,0.2,0.182,1.5,0.9,2.4,0.1
Trae Young,1862,20.3,0.581,0.464,0.403,1.2,7.1,4.1,0.443,0.018000000000000002,0.5,0.16,0.308,3.9,0.6,4.5,0.116,4.9,-2.3,2.6,2.2
Omer Yurtseven,376,14.5,0.574,0.161,0.178,14.8,27.3,21.1,0.07200000000000001,0.006,4.0,0.17500000000000002,0.171,0.2,0.3,0.5,0.063,-2.1,-0.8,-2.9,-0.1
Cody Zeller,304,13.1,0.482,0.05,0.633,17.3,22.3,19.8,0.147,0.015,1.6,0.16399999999999998,0.131,0.4,0.4,0.8,0.128,-2.8,0.3,-2.5,0.0
Ivica Zubac,1642,19.2,0.68,0.0,0.338,13.1,25.8,19.6,0.073,0.006,4.2,0.122,0.161,4.2,2.0,6.2,0.18,0.7,-0.2,0.5,1.1
