Name,Position,Age,team,GamesPlayed,GamesStarted,MinutesGame,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AssistsGame,StealsGame,BlocksGame,TOV,PF,PointsGame
Keon Ellis,SG,24,SAC,10,2,11.5,1.1,2.8,0.393,0.6,2.2,0.273,0.5,0.6,0.833,0.5,0.6,1.1,0.545,0.4,1.2,1.6,0.8,0.6,0.4,0.6,1.0,3.4
Joel Embiid,C,29,PHI,16,16,34.5,10.3,20.7,0.498,1.1,3.4,0.315,9.3,17.3,0.534,0.524,10.3,11.8,0.878,3.3,8.0,11.3,6.6,1.0,1.9,3.7,3.0,32.0
Drew Eubanks,C,26,PHO,16,0,18.1,2.9,4.6,0.622,0.1,0.1,1.0,2.8,4.5,0.611,0.635,1.4,1.8,0.821,1.6,3.0,4.6,1.6,0.2,1.1,1.2,2.2,7.3
Dante Exum,PG,28,DAL,16,0,10.6,2.0,3.9,0.508,0.3,1.1,0.235,1.8,2.9,0.609,0.54,0.6,0.9,0.6,0.5,1.8,2.3,1.5,0.3,0.1,0.3,1.0,4.8
Bruno Fernando,C,25,ATL,5,0,3.2,0.6,1.8,0.333,0.0,0.2,0.0,0.6,1.6,0.375,0.333,0.2,0.2,1.0,0.6,0.2,0.8,0.0,0.0,0.0,0.8,0.6,1.4
Dorian Finney-Smith,PF,30,BRK,17,16,30.9,4.1,8.9,0.454,2.6,6.0,0.441,1.4,2.9,0.48,0.602,0.1,0.2,0.333,2.0,3.5,5.5,1.5,0.4,0.6,0.9,2.5,10.8
Malachi Flynn,PG,25,TOR,18,0,17.0,2.1,4.8,0.437,1.0,2.7,0.367,1.1,2.1,0.526,0.54,0.6,0.8,0.714,0.4,1.5,1.9,2.1,0.7,0.2,1.0,1.4,5.8
Simone Fontecchio,SF,28,UTA,15,2,15.1,2.3,4.8,0.472,1.5,3.6,0.407,0.8,1.2,0.667,0.625,0.3,0.4,0.833,0.7,1.4,2.1,0.5,0.3,0.3,0.9,1.3,6.3
Jordan Ford,PG,25,SAC,4,0,3.0,0.5,1.3,0.4,0.3,0.5,0.5,0.3,0.8,0.333,0.5,0.5,0.5,1.0,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,1.8
Trent Forrest,SG,25,ATL,4,0,7.8,0.3,1.0,0.25,0.0,0.0,0.0,0.3,1.0,0.25,0.25,0.5,0.5,1.0,0.3,0.0,0.3,1.8,0.0,0.0,0.3,0.5,1.0
Evan Fournier,SG,31,NYK,1,0,16.0,1.0,6.0,0.167,0.0,4.0,0.0,1.0,2.0,0.5,0.167,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0
De'Aaron Fox,PG,26,SAC,11,11,36.1,10.5,22.1,0.477,3.1,8.5,0.362,7.5,13.5,0.55,0.547,5.6,7.9,0.713,1.0,3.7,4.7,6.1,1.6,0.3,1.9,3.0,29.8
Alex Fudge,SF,20,LAL,2,0,3.0,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0
Markelle Fultz,PG,25,ORL,5,5,28.6,5.4,11.2,0.482,0.0,0.6,0.0,5.4,10.6,0.509,0.482,0.6,0.8,0.75,1.6,1.8,3.4,4.0,1.2,0.4,1.2,1.2,11.4
Daniel Gafford,C,25,WAS,15,15,24.9,4.1,5.9,0.697,0.0,0.0,0.0,4.1,5.9,0.697,0.697,1.4,2.1,0.656,2.7,5.0,7.7,1.3,0.7,2.0,1.3,3.3,9.7
Danilo Gallinari,PF,35,WAS,15,0,15.6,2.8,5.9,0.477,0.9,2.7,0.325,1.9,3.2,0.604,0.551,1.7,2.1,0.813,0.6,2.5,3.1,1.6,0.2,0.2,0.5,1.0,8.2
Darius Garland,PG,24,CLE,13,13,33.1,6.9,14.3,0.484,1.5,4.4,0.351,5.4,9.9,0.543,0.538,4.0,4.8,0.825,0.5,2.1,2.6,5.8,1.5,0.2,4.2,1.7,19.4
Luka Garza,C,25,MIN,4,0,3.3,1.0,2.5,0.4,0.0,0.5,0.0,1.0,2.0,0.5,0.4,1.3,2.0,0.625,0.8,0.8,1.5,0.0,0.0,0.0,0.3,0.8,3.3
Kaiser Gates,SF,27,NOP,1,0,7.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Keyonte George,PG,20,UTA,17,9,25.2,3.1,8.7,0.358,1.6,5.0,0.329,1.5,3.7,0.397,0.453,2.1,2.6,0.795,0.5,2.6,3.1,5.1,0.6,0.1,2.1,1.2,9.9
Paul George,PF,33,LAC,16,16,35.0,8.3,18.3,0.452,3.1,8.3,0.376,5.1,9.9,0.516,0.538,4.6,4.9,0.936,0.8,5.6,6.3,3.6,1.9,0.2,2.7,2.9,24.2
Josh Giddey,SG,21,OKC,17,17,27.2,5.2,12.0,0.431,0.5,1.8,0.29,4.6,10.2,0.457,0.453,1.1,1.5,0.76,1.5,4.3,5.8,4.5,0.8,0.5,2.6,1.2,12.0
Harry Giles,C,25,BRK,2,0,6.0,2.5,3.0,0.833,0.5,1.0,0.5,2.0,2.0,1.0,0.917,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,6.0
Shai Gilgeous-Alexander,PG,25,OKC,16,16,34.3,11.2,20.8,0.538,1.3,3.5,0.357,9.9,17.3,0.574,0.568,6.9,7.3,0.94,0.9,5.1,6.0,6.1,2.4,0.9,2.3,2.3,30.5
Anthony Gill,PF,31,WAS,10,0,6.4,1.0,1.9,0.526,0.0,0.2,0.0,1.0,1.7,0.588,0.526,1.0,1.2,0.833,0.4,0.8,1.2,0.5,0.3,0.3,0.7,0.5,3.0
Collin Gillespie,PG,24,DEN,9,0,8.7,0.9,2.0,0.444,0.3,1.2,0.273,0.6,0.8,0.714,0.528,0.1,0.1,1.0,0.0,0.3,0.3,0.9,0.6,0.0,0.3,1.0,2.2
